,Token,Frequency_2016,Frequency_2018,StandardDeviation,Mean,MeanMinusStdev
63,a,0.0012337038399032017,0.0014234624844701753,9.487932228348676e-05,0.0013285831621866885,0.0012337038399032017
16,EU,0.003926499721230383,0.0011719673458712044,0.0013772661876795891,0.0025492335335507935,0.0011719673458712044
66,year,0.0012099787660589095,0.001166937443099225,2.152066147984228e-05,0.001188458104579067,0.0011669374430992247
72,Group,0.0011625286183703247,0.003219137774066827,0.001028304577848251,0.0021908331962185758,0.0011625286183703247
68,Russia,0.0012099787660589095,0.0011166384153794308,4.667017533973932e-05,0.0011633085907191702,0.001116638415379431
80,India,0.0011032159337595938,0.0022684861501627174,0.0005826351082015618,0.0016858510419611556,0.0011032159337595938
81,Trump,0.0010913533968374477,0.0015039409288218459,0.0002062937659921991,0.0012976471628296468,0.0010913533968374477
73,German,0.0011625286183703247,0.0010864589987475543,3.803480981138521e-05,0.0011244938085589395,0.0010864589987475543
88,stocks,0.0010439032491488629,0.001302744817942669,0.0001294207843969031,0.0011733240335457659,0.0010439032491488627
11,Brexit,0.005646567574941577,0.00103615997102776,0.0023052038019569085,0.0033413637729846684,0.00103615997102776
93,Bank,0.0010083156383824245,0.0019365125672120757,0.00046409846441482563,0.0014724141027972501,0.0010083156383824245
94,sales,0.0009964531014602783,0.0010059805543958834,4.763726467802549e-06,0.0010012168279280808,0.0009964531014602781
55,oil,0.001316741598358225,0.0009908908460799452,0.00016292537613913987,0.001153816222219085,0.0009908908460799452
37,deal,0.002170844256752749,0.0009255021100442128,0.0006226710733542682,0.001548173183398481,0.0009255021100442128
60,will,0.001257428913747494,0.0009204722072722334,0.0001684783532376303,0.0010889505605098638,0.0009204722072722335
64,not,0.0012218413029810556,0.0009053824989562952,0.00015822940201238022,0.0010636119009686754,0.0009053824989562953
112,Technology,0.0009015528060831089,0.0016296884981213313,0.0003640678460191112,0.0012656206521022202,0.000901552806083109
36,share,0.0021827067936748953,0.0008953226934123364,0.0006436920501312795,0.0015390147435436158,0.0008953226934123363
69,yuan,0.001198116229136763,0.0008752030823244186,0.00016145657340617224,0.0010366596557305908,0.0008752030823244185
118,In,0.0008659651953166704,0.004889065494363994,0.0020115501495236617,0.0028775153448403323,0.0008659651953166706
114,South,0.0008659651953166704,0.0010160403599398424,7.503758231158602e-05,0.0009410027776282564,0.0008659651953166704
116,Japan,0.0008659651953166704,0.0008852628878683775,9.648846275853553e-06,0.000875614041592524,0.0008659651953166704
70,STOCKS,0.001198116229136763,0.0008651432767804598,0.00016648647617815163,0.0010316297529586115,0.00086514327678046
90,sources,0.0010320407122267168,0.000855083471236501,8.847862049510789e-05,0.0009435620917316089,0.000855083471236501
76,more,0.001126941007603886,0.0008500535684645216,0.00013844371956968224,0.0009884972880342038,0.0008500535684645215
124,talks,0.0008422401214723781,0.0009959207488519247,7.684031368977327e-05,0.0009190804351621514,0.0008422401214723781
123,fall,0.0008422401214723781,0.0008902927906403569,2.4026334583989383e-05,0.0008662664560563675,0.0008422401214723781
26,pay,0.002906321545925812,0.0008349638601485833,0.0010356788428886143,0.0018706427030371975,0.0008349638601485832
125,Russian,0.0008303775845502319,0.0008802329850963981,2.492770027308312e-05,0.000855305284823315,0.0008303775845502319
126,set,0.0008303775845502319,0.0008098143462886863,1.0281619130772805e-05,0.0008200959654194591,0.0008098143462886863
42,buy,0.00182683068601051,0.0008098143462886863,0.0005085081698609119,0.0013183225161495981,0.0008098143462886863
110,won,0.000913415343005255,0.0007997545407447274,5.6830401130263835e-05,0.0008565849418749913,0.0007997545407447274
132,off,0.0007829274368616472,0.0010562795821156777,0.00013667607262701526,0.0009196035094886625,0.0007829274368616472
135,5,0.0007710648999395011,0.0011870570541871427,0.0002079960771238208,0.0009790609770633219,0.0007710648999395011
39,Britain,0.0020522188875312874,0.0007645452213408715,0.000643836833095208,0.0014083820544360795,0.0007645452213408715
48,be,0.0014472295045018329,0.0007645452213408715,0.0003413421415804807,0.001105887362921352,0.0007645452213408714
91,firm,0.0010201781753045706,0.0007544854157969127,0.00013284637975382896,0.0008873317955507417,0.0007544854157969128
144,growth,0.0007473398260952087,0.0009255021100442128,8.908114197450206e-05,0.0008364209680697108,0.0007473398260952088
