,Token,Frequency_x,Frequency_y,Difference
11,Brexit,0.00564656757494,0.00132832785506,0.00431823971988
21,June,0.00330964780128,0.000473035852339,0.00283661194894
22,vote,0.00323847257975,0.000617547323827,0.00262092525592
16,EU,0.00392649972123,0.00138107822242,0.00254542149881
17,2015,0.00371297405663,0.00125177848477,0.00246119557186
0,to,0.0321949252067,0.0298012586974,0.00239366650933
6,on,0.0114473481299,0.00933092660805,0.00211642152183
23,dividend,0.00319102243206,0.00111585428239,0.00207516814967
26,pay,0.00290632154593,0.000874674695845,0.00203164685008
39,Britain,0.00205221888753,0.00062907879948,0.00142314008805
71,referendum,0.00119811622914,0.0,0.00119811622914
78,Orlando,0.00111507847068,0.0,0.00111507847068
2,in,0.0192410348877,0.0181561857412,0.00108484914656
99,fears,0.000949002953772,0.0,0.000949002953772
102,Aug.,0.00093714041685,0.0,0.00093714041685
118,In,0.000865965195317,0.0,0.000865965195317
121,before,0.000854102658395,0.0,0.000854102658395
122,Court,0.000854102658395,0.0,0.000854102658395
140,killed,0.000759202363017,0.0,0.000759202363017
139,Yellen,0.000759202363017,0.0,0.000759202363017
147,California,0.000735477289173,0.0,0.000735477289173
150,launch,0.000723614752251,0.0,0.000723614752251
152,equity,0.000723614752251,0.0,0.000723614752251
157,ECB,0.000711752215329,0.0,0.000711752215329
156,campaign,0.000711752215329,0.0,0.000711752215329
53,could,0.00132860413528,0.000628097397297,0.000700506737983
159,Supreme,0.000688027141484,0.0,0.000688027141484
160,22,0.000688027141484,0.0,0.000688027141484
165,foreign,0.000676164604562,0.0,0.000676164604562
65,central,0.00122184130298,0.00055571898628,0.000666122316701
172,Senate,0.00066430206764,0.0,0.00066430206764
173,Indian,0.00066430206764,0.0,0.00066430206764
10,as,0.00615665666259,0.00550002318563,0.000656633476967
176,div,0.000652439530718,0.0,0.000652439530718
177,power,0.000640576993796,0.0,0.000640576993796
183,would,0.000640576993796,0.0,0.000640576993796
43,bank,0.00177938053832,0.00114014398642,0.000639236551901
46,is,0.00154212979988,0.000906570266802,0.000635559533077
55,chief,0.00131674159836,0.000683301270106,0.000633440328252
191,funds,0.000628714456874,0.0,0.000628714456874
