,Token,Frequency_2016,Frequency_2017,Frequency_2018,StandardDeviation,Mean,MeanMinusStdev
159,A,0.0006774128570065124,0.0008340670705968874,0.0012892513061821356,0.0002595036970086847,0.0009335770779285117,0.000674073380919827
104,plan,0.0008658420761955748,0.0008304406920290749,0.0006295760269488639,0.0001040414007901228,0.0007752862650578378,0.000671244864267715
95,against,0.0009156482369968504,0.0008652539262800754,0.0006170346718303606,0.000130521367400826,0.0007993122783690955,0.0006687909109682695
80,plans,0.00107512609177926,0.0009337924812117326,0.0005969685036407554,0.00020057147809785346,0.000868629025543916,0.0006680575474460626
142,000,0.0007264829661703307,0.0006721492675440568,0.0006697083633280743,2.620742970927286e-05,0.0006894468656808207,0.0006632394359715479
153,Wall,0.0007002304577676878,0.000648215168996494,0.0006935369380532305,2.3104728286052092e-05,0.0006806608549391374,0.0006575561266530854
122,no,0.0007995974288244201,0.0007785834785093553,0.00061452640080666,8.27362585191595e-05,0.0007309024360468118,0.0006481661775276522
140,4,0.0007333527814532652,0.0006369733954362751,0.0006910286670295299,3.9443756156760696e-05,0.0006871182813063567,0.000647674525149596
96,is,0.0009065702668015441,0.0008264516756044811,0.000591951961593354,0.0001334973085449775,0.0007749913013331264,0.0006414939927881489
125,out,0.0007902741080832946,0.0006962646850200104,0.0006308301624607142,6.544023580756801e-05,0.0007057896518546731,0.0006403494160471051
162,Australia,0.0006705430417235777,0.0007049679935827605,0.0006320842979725646,2.9769830677704627e-05,0.000669198444426301,0.0006394286137485964
184,Inc,0.0006155845194601012,0.0007997977931310588,0.000718619648290237,7.538100200493433e-05,0.0007113339869604657,0.0006359529849555314
130,prices,0.0007681925589595763,0.0006819404896771507,0.0006195429428540613,6.0945860923497775e-05,0.0006898919971635961,0.0006289461362400983
141,back,0.0007286911210827025,0.0006435008768583377,0.0006383549755318162,4.142527033970683e-05,0.0006701823244909521,0.0006287570541512453
214,International,0.0005490945215431273,0.0009156605883726699,0.0009581595310536494,0.0001836394485233755,0.0008076382136564822,0.0006239987651331067
180,record,0.0006214729325597594,0.0007192921889256201,0.000649642195138469,4.1113982353599e-05,0.0006634691055412829,0.0006223551231876839
163,but,0.0006678441857195678,0.0006124953401035404,0.0006508963306503194,2.3154938464010203e-05,0.0006437452854911426,0.0006205903470271324
99,court,0.0008862061714985594,0.0008268143134612623,0.0005631068448207966,0.00014042087400917616,0.0007587091099268728,0.0006182882359176967
149,end,0.0007129886861502806,0.0006654404671936037,0.0006044933167118574,4.4405496991271826e-05,0.0006609741566852472,0.0006165686596939754
69,Brazil,0.0011973106635971677,0.0009736826454576707,0.0005217203729297359,0.00028101040453844007,0.0008975712273281915,0.0006165608227897514
97,business,0.0009001911526102476,0.0008574572123592783,0.0005505654897022933,0.00015572298169383696,0.0007694046182239398,0.0006136816365301029
79,its,0.0010932820321698728,0.0011452103517152045,0.000487858714109777,0.0002983929400200412,0.000908783699331618,0.0006103907593115769
100,may,0.0008800724078530821,0.0006977152364471354,0.0006007309101763063,0.00011580240346272255,0.0007261728514921746,0.000610370448029452
144,win,0.0007237841101663207,0.0006195667783107749,0.0006157805363185102,5.004482418726948e-05,0.000653043808265202,0.0006029989840779325
202,Saudi,0.0005743656277624938,0.0007463087092558236,0.0007035700221480331,7.309415098780588e-05,0.0006747481197221168,0.0006016539687343109
230,North,0.0005228420131404845,0.0009093144258789979,0.000856574554593773,0.00017111394158928167,0.0007629103312044184,0.0005917963896151367
198,won,0.0005778005354039611,0.000637517352221447,0.000649642195138469,3.140122803682195e-05,0.0006216533609212923,0.0005902521328844703
172,hit,0.0006469893893249449,0.0005680722026478365,0.0006634376857688227,4.162403709908543e-05,0.000626166425913868,0.0005845423888147826
191,PM,0.0005954657747029357,0.0005930942147657432,0.0005819188774985514,5.906972183947229e-06,0.0005901596223224101,0.0005842526501384629
156,chief,0.0006833012701061706,0.0006665283807639474,0.000545548947654892,6.136688882179224e-05,0.0006317928661750033,0.000570425977353211
98,rises,0.0008908678318691221,0.00113523781065372,0.000484096307574226,0.0002685692578876693,0.0008367339833656893,0.00056816472547802
181,ahead,0.0006209822314681212,0.0005755062787118524,0.0005706316578918986,2.2674029359804125e-05,0.0005890400560239574,0.0005663660266641532
24,per,0.0028438581765890926,0.002965652392757107,0.0,0.0013702172282894325,0.0019365035231153997,0.0005662862948259673
171,government,0.0006487068431456786,0.0005544732830185395,0.0008465414704989703,0.00012171110137094456,0.0006832405322210628,0.0005615294308501182
120,bonds,0.0008035230375575256,0.0007747757810131522,0.0005041624757638313,0.00013485577138979356,0.0006941537647781696,0.0005592979933883761
121,sell,0.00080229628482843,0.0007653471967368395,0.0005016542047401306,0.00013386763340404414,0.0006897658954351333,0.0005558982620310892
189,CORRECTED,0.0006013541878025939,0.0005789513383512743,0.0005480572186785926,2.185025098176021e-05,0.0005761209149441536,0.0005542706639623934
212,Financial,0.0005503212742722228,0.000660907493983838,0.0009443640404232958,0.0001659473233909147,0.0007185309362264522,0.0005525836128355375
138,two,0.0007360516374572753,0.0006569184775592441,0.0005242286439534364,8.739287379714387e-05,0.0006390662529899853,0.0005516733791928414
176,May,0.000628342747842694,0.0008456714820138876,0.0005518196252141436,0.00012447064836424273,0.0006752779516902416,0.0005508073033259989
93,signs,0.0009330681257500059,0.0010206442479108434,0.0004502346487542672,0.0002508130898786962,0.0008013156741383722,0.000550502584259676
170,week,0.0006518964002413269,0.0005865667333436805,0.0005442948121430417,4.426308025158397e-05,0.0005942526485760163,0.0005499895683244324
135,about,0.0007559250316686217,0.0008674297534207629,0.000491621120645328,0.00015759370715854999,0.0007049919685782376,0.0005473982614196876
278,Korea,0.00045021825157803337,0.000908770469093826,0.0010421866103476213,0.00025352986690593344,0.0008003917770064936,0.0005468619101005601
169,RPT,0.0006521417507871458,0.0005664403322923209,0.0005518196252141436,4.425058328175047e-05,0.0005901339027645368,0.0005458833194827863
199,top,0.0005758377310374084,0.0005405117255324612,0.0006396091110436665,4.100813928423179e-05,0.0005853195225378454,0.0005443113832536136
220,CFO,0.0005390351491645446,0.0005847535440597744,0.000672216634351775,5.525423240892882e-05,0.0005986684425253647,0.0005434142101164358
107,banks,0.0008457233314384093,0.0006587316668431504,0.0005217203729297359,0.00013279721148775302,0.0006753917904037651,0.0005425945789160121
175,Britain,0.0006290787994801513,0.0005347095198239611,0.0008402707929397187,0.0001277477160797696,0.0006680197040812771,0.0005402719880015075
108,data,0.0008442512281634947,0.0007221932917798701,0.00048033390103867504,0.0001512282769361177,0.00068225947366068,0.0005310311967245623
151,fund,0.0007066095719589843,0.0005932755336941338,0.0005179579663941848,7.753620548963461e-05,0.0006059476906824342,0.0005284114851927996
117,State,0.000804749790286621,0.0007046053557259792,0.0004740632234794234,0.0001384566470379769,0.0006611394564973412,0.0005226828094593642
128,fall,0.0007718728171468627,0.0005283633573302891,0.0005756481999392998,0.00010542865610817003,0.0006252947914721505,0.0005198661353639805
244,IPO,0.0004902103905465453,0.0006309898707993844,0.0006709624988399247,7.752275487109031e-05,0.0005973875867286182,0.0005198648318575278
164,it,0.0006626918242573669,0.0006066931343950403,0.000491621120645328,7.121376836994147e-05,0.0005870020264325783,0.0005157882580626369
155,wins,0.0006906617864807433,0.0005571930669443989,0.0005129414243467836,7.554000712226327e-05,0.0005869320925906419,0.0005113920854683786
177,could,0.0006280973972968749,0.0005406930444608517,0.0005104331533230829,4.98888277587474e-05,0.0005597411983602698,0.0005098523706015224
126,police,0.0007858577982585509,0.0005753249597834617,0.0005154496953704841,0.00011596439370792766,0.0006255441511374989,0.0005095797574295712
205,report,0.0005647969564755493,0.0005180281784120233,0.0005054166112756815,2.554385253995189e-05,0.0005294139153877514,0.0005038700628477996
31,announces,0.0023725397780706174,0.0028945753728279807,0.0,0.0012596310195936698,0.0017557050502995328,0.000496074030705863
243,France,0.0004902103905465453,0.0005272754437599454,0.0005794106064748508,3.658866230386763e-05,0.0005322988135937805,0.0004957101512899129
242,dollar,0.0004938906487338317,0.0005390611741053361,0.000668454227816224,7.397851178478266e-05,0.0005671353502184639,0.0004931568384336812
234,higher,0.0005100837847578917,0.0005133138862738671,0.00047657149450312406,1.661161075525879e-05,0.000499989721844961,0.00048337811108970224
256,Holding,0.0004749986567057616,0.0005301765466141954,0.0006170346718303606,5.846476910954301e-05,0.0005407366250501059,0.00048227185594056283
132,has,0.0007583785371268126,0.0006797646625364632,0.000426406074029111,0.00014164761907388345,0.0006215164245641289,0.0004798688054902454
186,Russian,0.0006104321579979003,0.0004649017323935694,0.0005330075925363887,5.9453134016331495e-05,0.0005361138276426194,0.0004766606936262879
215,MARKETS,0.0005486038204514891,0.0005056984912814607,0.0009029775685322351,0.0001780300492180436,0.0006524266267550616,0.00047439657753701797
240,6,0.0004951174014629271,0.0004748742734550539,0.0005568361672615449,3.4859626949610784e-05,0.000508942614059842,0.00047408298711023125
197,bid,0.0005827075463203429,0.0005218358759082265,0.0004615218683609201,4.947402046378909e-05,0.0005220217635298299,0.0004725477430660408
262,French,0.0004696009446977416,0.0005976271879755088,0.0005054166112756815,5.393027535166221e-05,0.000524214914649644,0.00047028463929798175
294,March,0.00043132625954996333,0.0006324404222265095,0.0005906978260815037,8.665938878462975e-05,0.0005514881692859922,0.0004648287805013624
265,Germany,0.00046616603705627434,0.0004964512259335387,0.000599476774664456,5.706060045471701e-05,0.000520698012551423,0.00046363741209670597
182,European,0.000620246179830664,0.0004799512034499915,0.00048535044308607635,6.490051530198304e-05,0.000528515942122244,0.0004636154268202609
86,Fed,0.0009924429578382261,0.0006723305864724475,0.0004213895319817097,0.0002337009861417908,0.000695387692097461,0.0004616867059556702
193,raises,0.0005903134132407348,0.000565896375507149,0.0004326767515883626,6.927640052367577e-05,0.0005296288467787489,0.0004603524462550731
157,bond,0.0006825652184687133,0.0005410556823176331,0.0004452181067068659,9.749270125520752e-05,0.0005562796691644041,0.0004587869679091966
219,president,0.0005405072524394592,0.0005639018672948522,0.0004351850226120633,5.5984230125932346e-05,0.0005131980474487915,0.0004572138173228592
206,than,0.0005576817906467955,0.000501165518071695,0.0004452181067068659,4.5913302489642674e-05,0.0005013551384751187,0.00045544183598547605
34,reports,0.002216742181475494,0.0025094539689262873,0.0,0.0011203662750192836,0.001575398716800594,0.0004550324417813103
263,worth,0.00046886489306028435,0.0006017975233284933,0.0004753173589912737,6.120089911956179e-05,0.0005153265917933504,0.00045412569267378865
32,loss,0.002256734320444006,0.0023939538115414576,0.0,0.0010976081993539298,0.0015502293773284879,0.0004526211779745581
279,British,0.000449236849394757,0.00047215448952919454,0.0005091790178112325,2.469614787395019e-05,0.0004768567855783947,0.00045216063770444454
185,Italy,0.0006116589107269957,0.0004217478274366,0.0005543278962378443,7.953373806982067e-05,0.0005292448781338134,0.00044971114006399273
241,state,0.0004941359992796508,0.00046961602453172573,0.0004414557001713149,2.1523751593339774e-05,0.00046840257466089713,0.00044687882306755736
271,Mexico,0.0004553706130402343,0.0005144017998442108,0.00045274291977796783,2.8467141444889005e-05,0.0004741717775541376,0.0004457046361092486
207,central,0.0005557189862802429,0.000463632499894835,0.00045399705528981817,4.5850135116688085e-05,0.0004911161804882987,0.0004452660453716106
289,Global,0.0004377053737412597,0.000507511680565367,0.0006358467045081155,8.205877690267561e-05,0.0005270212529382474,0.0004449624760355718
257,C,0.000473281202885028,0.0004438687367002566,0.00045148878426611754,1.2463581620234109e-05,0.00045621290795046736,0.00044374932633023324
285,T,0.00044334843629509883,0.0004576489752579443,0.0005004000692282802,2.4237368464214342e-05,0.00046713249359377445,0.0004428951251295601
270,EUR,0.00045954157231915886,0.0004551105102604755,0.0005681233868681979,5.2261686668450934e-05,0.000494258489815944,0.00044199680314749307
254,hits,0.0004799056676221435,0.0005272754437599454,0.0004314226160765123,3.913263280666535e-05,0.00047953457581953376,0.0004404019430128684
292,Asia,0.00043279836282487786,0.0004652643702503507,0.0005066707467875319,3.023180585706874e-05,0.0004682444932875868,0.0004380126874305181
253,cash,0.0004823591730803344,0.0007078690964370106,0.0004414557001713149,0.00011714374708886298,0.0005438946565628866,0.0004267509094740236
280,Iran,0.00044751939557402336,0.00041485770815775615,0.0005355158635600894,5.095592285712808e-05,0.00046596432243062297,0.00041500839957349486
232,low,0.0005171989505866454,0.0004233796977921157,0.000430168480564662,4.271669265014692e-05,0.0004569157096478077,0.0004141990169976608
33,2016,0.002230236461495544,0.001990881833729092,0.0,0.0009997141695888155,0.0014070394317415452,0.0004073252621527297
114,Turkey,0.0008224150295855955,0.0004177588110120062,0.000484096307574226,0.00017720260731209013,0.0005747567160572759,0.00039755410874518576
235,Q4,0.0005095930836662535,0.0009845617811611084,0.0032645147373463997,0.0012024684825591879,0.0015862232007245872,0.00038375471816539937
43,earnings,0.0017932671393917417,0.001699683634733744,0.0,0.000824182380284851,0.0011643169247084952,0.00034013454442364415
44,Q3,0.001778055405550958,0.0015049471056422098,0.0,0.0007818024018232125,0.0010943341703977226,0.00031253176857451014
55,agreement,0.0014379995490456968,0.0016596121515594154,0.0,0.0007356982580629857,0.0010325372335350375,0.0002968389754720518
52,Preview,0.0015199466313492735,0.001502952597429913,0.0,0.0007125379576212982,0.0010076330762597287,0.00029509511863843056
53,Olympics,0.0015123407644288816,0.0,0.0014384934320923245,0.0006961713845837512,0.000983611398840402,0.0002874400142566508
54,Q2,0.0014615532014443295,0.0011579026767025485,0.0,0.0006297336306851453,0.0008731519593822926,0.00024341832869714732
76,revenue,0.001114872880201953,0.0012773918505119722,0.0,0.0005677522830792031,0.0007974215769046417,0.00022966929382543853
41,PlayerWatch,0.0018222185037983945,0.0010460288978855312,0.0,0.0007466314749983604,0.0009560824672279752,0.0002094509922296148
84,euros,0.0010287548386194517,0.0009152979505158886,0.0,0.0004605527260995645,0.0006480175963784468,0.0001874648702788823
85,Fitch,0.0010113349498662963,0.0008911825330399351,0.0,0.00045110251252850314,0.0006341724943020771,0.000183069981773574
110,posts,0.0008415523721594847,0.0013277985126045667,0.0,0.0005485024657353565,0.0007231169615880172,0.0001746144958526607
106,issue,0.000852838497267163,0.000845490163085497,0.0,0.0004003111451401131,0.0005661095534508867,0.00016579840831077353
119,board,0.0008037683881033446,0.0009114902530196854,0.0,0.0004066751506280594,0.0005717528803743433,0.00016507772974628393
112,H1,0.0008305115975976256,0.0008463967577274501,0.0,0.0003953042883580038,0.0005589694517750252,0.00016366516341702146
134,month,0.0007559250316686217,0.0008306220109574654,0.0,0.00037519405605708576,0.0005288490142086957,0.00015365495815160995
139,appoints,0.0007355609363656371,0.0007929076738522149,0.0,0.00036102340931505286,0.000509489536739284,0.00014846612742423114
127,sale,0.0007718728171468627,0.0007279954974883702,0.0,0.0003539758794974576,0.0004999561048784109,0.00014598022538095336
147,percent,0.0007159328927001098,0.0007065998639382761,0.0,0.00033531583453239467,0.0004741775855461286,0.00013886175101373395
158,Syria,0.0006810931151937987,0.0,0.0007273985968731893,0.00033252247174373015,0.00046949723735566267,0.00013697476561193251
160,falls,0.0006729965471817687,0.0007314405571277921,0.0,0.00033188775603082177,0.00046814570143652025,0.00013625794540569848
165,offering,0.0006617104220740904,0.0007455834335422611,0.0,0.0003334649775225242,0.00046909795187211723,0.00013563297434959304
148,gets,0.0007134793872419188,0.0006647151914800411,0.0,0.0003254530293114088,0.0004593981929073199,0.00013394516359591113
305,Investment,0.0,0.0006309898707993844,0.0008916903489255821,0.0003743475264025956,0.0005075600732416555,0.00013321254683905989
161,stock,0.0006717697944526733,0.0006902811603831196,0.0,0.00032112742500056885,0.0004540169849452643,0.00013288955994469545
167,capital,0.000660483669344995,0.0006810338950351976,0.0,0.00031631000185018205,0.0004471725214600642,0.00013086251960988218
115,rate,0.0008145638121193847,0.0006179349079552592,0.0,0.00034705437941447923,0.00047749957335821463,0.0001304451939437354
