,Token,MeanMinusStdev_HIGH,MeanMinusStdev_LOW,Difference,Ratio
246,Stock,0.0,-9.108214914022657e-05,9.108214914022657e-05,-0.0
245,About,0.0,-9.662326847955594e-05,9.662326847955594e-05,-0.0
243,tech,0.0,-8.034623042027592e-05,8.034623042027592e-05,-0.0
240,EUR,0.0,0.00044199680314749307,-0.00044199680314749307,0.0
229,cut,0.0,0.00010372551303207368,-0.00010372551303207368,0.0
239,Income,0.0,-6.441551231970393e-05,6.441551231970393e-05,-0.0
238,Asia,0.0,0.0004380126874305181,-0.0004380126874305181,0.0
236,Business,0.0,-6.320339246422568e-05,6.320339246422568e-05,-0.0
235,falls,0.0,0.00013625794540569848,-0.00013625794540569848,0.0
233,Syria,0.0,0.00013697476561193251,-0.00013697476561193251,0.0
231,Management,0.0,-7.44587911222384e-05,7.44587911222384e-05,-0.0
230,100,0.0,-6.458867229905798e-05,6.458867229905798e-05,-0.0
205,Share,0.0,-0.00045575706565984106,0.00045575706565984106,-0.0
204,Q4,0.0,0.00038375471816539937,-0.00038375471816539937,0.0
203,Shares,0.0,-0.0001819911383010991,0.0001819911383010991,-0.0
169,From,0.0,-0.0001705625796637323,0.0001705625796637323,-0.0
176,Board,0.0,-0.0001317747442884267,0.0001317747442884267,-0.0
175,Sees,0.0,-0.00010337650767436362,0.00010337650767436362,-0.0
174,Corp,0.0,0.0007185291349071019,-0.0007185291349071019,0.0
173,Qtr,0.0,-0.00012363622525878666,0.00012363622525878666,-0.0
172,Co,0.0,0.00011074993803902096,-0.00011074993803902096,0.0
171,Agreement,0.0,-0.00018770541761978248,0.00018770541761978248,-0.0
170,Jan,0.0,-0.0001343721439787373,0.0001343721439787373,-0.0
168,Expects,0.0,-7.688303083319502e-05,7.688303083319502e-05,-0.0
202,For,0.0,-0.0003209134285050001,0.0003209134285050001,-0.0
164,Investment,0.0,0.00013321254683905989,-0.00013321254683905989,0.0
163,Rises,0.0,-0.00011047606682787942,0.00011047606682787942,-0.0
162,past,0.0,9.038687068308902e-05,-9.038687068308902e-05,0.0
161,Revenue,0.0,-0.00015116866197607945,0.00015116866197607945,-0.0
160,Percent,0.0,-8.70994696150836e-05,8.70994696150836e-05,-0.0
159,global,0.0,-6.510936679531121e-05,6.510936679531121e-05,-0.0
158,Partners,0.0,-6.112547271197713e-05,6.112547271197713e-05,-0.0
177,The,0.0,-0.00011688298606397901,0.00011688298606397901,-0.0
179,month,0.0,0.00015365495815160995,-0.00015365495815160995,0.0
180,Stake,0.0,-0.0001347184639374454,0.0001347184639374454,-0.0
181,No,0.0,9.43530118780711e-05,-9.43530118780711e-05,0.0
201,Q2,0.0,0.00024341832869714732,-0.00024341832869714732,0.0
200,Announces,0.0,-0.00042735882904577807,0.00042735882904577807,-0.0
199,Net,0.0,-0.00035463163771707977,0.00035463163771707977,-0.0
198,Reports,0.0,-0.0002718611675858475,0.0002718611675858475,-0.0
197,2018,0.0,4.771072328095213e-06,-4.771072328095213e-06,0.0
196,And,0.0,-0.0003274455209584952,0.0003274455209584952,-0.0
195,Per,0.0,-0.00036571387639573846,0.00036571387639573846,-0.0
194,Trade,0.0,-6.63202720925984e-05,6.63202720925984e-05,-0.0
193,outlook,0.0,-7.23926726543081e-05,7.23926726543081e-05,-0.0
192,.,0.0,0.0009138729775579782,-0.0009138729775579782,0.0
189,Chairman,0.0,-6.129863269133118e-05,6.129863269133118e-05,-0.0
188,Pharmaceutical,0.0,-6.129863269133118e-05,6.129863269133118e-05,-0.0
187,Unit,0.0,-0.0001440691028225636,0.0001440691028225636,-0.0
185,Posts,0.0,-0.00020450193561712452,0.00020450193561712452,-0.0
182,Bln,0.0,-0.0001270994248458675,0.0001270994248458675,-0.0
251,government,0.0,0.0005615294308501182,-0.0005615294308501182,0.0
250,Inc,0.0,0.0006359529849555314,-0.0006359529849555314,0.0
253,Notes,0.0,-6.787871190678477e-05,6.787871190678477e-05,-0.0
323,Chinese,0.0,8.730769354793548e-05,-8.730769354793548e-05,0.0
334,trading,0.0,0.00011860473469581516,-0.00011860473469581516,0.0
332,sells,0.0,-5.941822547293231e-05,5.941822547293231e-05,-0.0
331,watch,0.0,-6.717579310879405e-05,6.717579310879405e-05,-0.0
330,investment,0.0,0.00012581381013052886,-0.00012581381013052886,0.0
329,two,0.0,0.0005516733791928414,-0.0005516733791928414,0.0
327,York,0.0,-7.323956868442397e-05,7.323956868442397e-05,-0.0
325,Mexico,0.0,0.0004457046361092486,-0.0004457046361092486,0.0
321,names,0.0,9.836840913941852e-05,-9.836840913941852e-05,0.0
336,second,0.0,8.601187883973906e-05,-8.601187883973906e-05,0.0
320,power,0.0,-6.438981360073286e-05,6.438981360073286e-05,-0.0
319,reports,0.0,0.0004550324417813103,-0.0004550324417813103,0.0
318,minister,0.0,0.0007408098876144609,-0.0007408098876144609,0.0
316,t,0.0,-6.426247076519529e-05,6.426247076519529e-05,-0.0
315,offering,0.0,0.00013563297434959304,-0.00013563297434959304,0.0
314,case,0.0,9.598094814223607e-05,-9.598094814223607e-05,0.0
254,S,0.0,0.0001014063558694085,-0.0001014063558694085,0.0
335,sale,0.0,0.00014598022538095336,-0.00014598022538095336,0.0
337,no,0.0,0.0006481661775276522,-0.0006481661775276522,0.0
308,placement,0.0,-8.306356263376851e-05,8.306356263376851e-05,-0.0
349,vote,0.0,0.0001127034114254553,-0.0001127034114254553,0.0
358,fund,0.0,0.0005284114851927996,-0.0005284114851927996,0.0
355,British,0.0,0.00045216063770444454,-0.00045216063770444454,0.0
354,May,0.0,0.0005508073033259989,-0.0005508073033259989,0.0
353,private,0.0,0.0001149323905811257,-0.0001149323905811257,0.0
352,board,0.0,0.00016507772974628393,-0.00016507772974628393,0.0
351,2015,0.0,-0.00017283454182605507,0.00017283454182605507,-0.0
350,June,0.0,9.973924928922636e-05,-9.973924928922636e-05,0.0
348,announces,0.0,0.000496074030705863,-0.000496074030705863,0.0
338,buys,0.0,9.768863870829943e-05,-9.768863870829943e-05,0.0
347,PlayerWatch,0.0,0.0002094509922296148,-0.0002094509922296148,0.0
346,agreement,0.0,0.0002968389754720518,-0.0002968389754720518,0.0
345,ahead,0.0,0.0005663660266641532,-0.0005663660266641532,0.0
344,Preview,0.0,0.00029509511863843056,-0.00029509511863843056,0.0
343,central,0.0,0.0004452660453716106,-0.0004452660453716106,0.0
341,2016,0.0,0.0004073252621527297,-0.0004073252621527297,0.0
339,issue,0.0,0.00016579840831077353,-0.00016579840831077353,0.0
310,trial,0.0,8.638941353354682e-05,-8.638941353354682e-05,0.0
313,bid,0.0,0.0004725477430660408,-0.0004725477430660408,0.0
305,economy,0.0,-5.9960238932206446e-05,5.9960238932206446e-05,-0.0
267,inflation,0.0,-6.89176717829091e-05,6.89176717829091e-05,-0.0
304,Fitch,0.0,0.000183069981773574,-0.000183069981773574,0.0
273,Africa,0.0,8.888245822076871e-05,-8.888245822076871e-05,0.0
272,Offering,0.0,-0.00010805182711692271,0.00010805182711692271,-0.0
271,Securities,0.0,-6.51081522371201e-05,6.51081522371201e-05,-0.0
270,data,0.0,0.0005310311967245623,-0.0005310311967245623,0.0
269,International,0.0,0.0006239987651331067,-0.0006239987651331067,0.0
268,By,0.0,-0.00012017302567170576,0.00012017302567170576,-0.0
266,Euros,0.0,-6.805187188613882e-05,6.805187188613882e-05,-0.0
276,Acquire,0.0,-6.718607198936865e-05,6.718607198936865e-05,-0.0
264,Issue,0.0,-8.98700292847483e-05,8.98700292847483e-05,-0.0
263,Q3,0.0,0.00031253176857451014,-0.00031253176857451014,0.0
262,31,0.0,-5.835491304231248e-05,5.835491304231248e-05,-0.0
260,To,0.0,-0.0008491381276943275,0.0008491381276943275,-0.0
258,Falls,0.0,-6.59739521338903e-05,6.59739521338903e-05,-0.0
257,Street,0.0,-6.095231273262308e-05,6.095231273262308e-05,-0.0
256,Shanghai,0.0,-5.813108366287001e-05,5.813108366287001e-05,-0.0
275,Signs,0.0,-8.935054934668615e-05,8.935054934668615e-05,-0.0
274,report,0.0,0.0005038700628477996,-0.0005038700628477996,0.0
277,Appoints,0.0,-0.00010458862752984186,0.00010458862752984186,-0.0
290,cash,0.0,0.0004267509094740236,-0.0004267509094740236,0.0
298,Of,0.0,-0.0007663187964888668,0.0007663187964888668,-0.0
297,30,0.0,9.298133506267737e-05,-9.298133506267737e-05,0.0
295,Q1,0.0,0.0007670343930673925,-0.0007670343930673925,0.0
294,Saudi,0.0,0.0006016539687343109,-0.0006016539687343109,0.0
293,6,0.0,0.00047408298711023125,-0.00047408298711023125,0.0
279,Dividend,0.0,-8.796526951185377e-05,8.796526951185377e-05,-0.0
291,Global,0.0,0.0004449624760355718,-0.0004449624760355718,0.0
292,Holding,0.0,0.00048227185594056283,-0.00048227185594056283,0.0
289,House,0.0,9.989452800894037e-05,-9.989452800894037e-05,0.0
288,Its,0.0,-9.506482866536951e-05,9.506482866536951e-05,-0.0
287,CORRECTED,0.0,0.0005542706639623934,-0.0005542706639623934,0.0
286,Sales,0.0,-0.0001354111038548615,0.0001354111038548615,-0.0
283,Qtrly,0.0,-0.00011774878596074921,0.00011774878596074921,-0.0
281,Common,0.0,-6.73592319687227e-05,6.73592319687227e-05,-0.0
280,REFILE,0.0,8.325441408088484e-05,-8.325441408088484e-05,0.0
522,co,0.0,-9.493241569750346e-05,9.493241569750346e-05,-0.0
54,In,0.0008659651953166706,-0.00038289167965714914,0.0012488568749738198,-2.2616453721117096
157,Oil,0.0004225118328462711,-5.90475529597286e-05,0.00048155938580599967,-7.155450339058607
152,day,0.00043760154116220936,-5.931659794931838e-05,0.0004969181391115277,-7.377387717618386
147,amid,0.000457721152250127,-5.852807302166653e-05,0.0005162492252717935,-7.820540274419816
138,calls,0.0004979603744259622,-5.873192173690481e-05,0.000556692296162867,-8.47853023874517
